"","id_spotify","artists","name","release_date","year","acousticness","danceability","speechiness","tempo","valence","energy","instrumentalness","liveness","loudness","duration_ms","popularity","key","mode","explicit","top_500"
"32",58897,"['Aretha Franklin']","Respect","1967-03-10",1967,0.164,0.805,0.041,114.95,0.965,0.558,2.2e-05,0.0546,-5.226,147600,72,0,1,0,TRUE
"33",59030,"['Aretha Franklin']","Chain of Fools","1968-01-22",1968,0.209,0.761,0.0498,117.047,0.941,0.605,0,0.135,-9.899,168933,61,10,1,0,TRUE
"34",105931,"['Aretha Franklin']","Do Right Woman, Do Right Man","1967-03-10",1967,0.663,0.629,0.0395,134.113,0.639,0.233,0,0.277,-13.291,194707,31,9,1,0,TRUE
"35",81716,"['Little Richard']","Long Tall Sally - Take 6","1957-03",1957,0.85,0.413,0.0474,162.215,0.965,0.604,2.62e-06,0.261,-6.75,127667,25,0,1,0,TRUE
"36",92484,"['Little Richard']","Good Golly Miss Molly","2008-07-29",2008,0.481,0.558,0.0444,166.165,0.967,0.873,0.000215,0.395,-9.129,127387,50,7,1,0,TRUE
"37",22705,"['Little Richard']","The Girl Can’t Help It","2006-08-29",2006,0.267,0.559,0.12,175.142,0.883,0.704,0,0.0622,-6.053,149440,47,0,0,0,TRUE
"38",57923,"['Little Richard']","Tutti Frutti","1957-03",1957,0.793,0.555,0.0541,184.835,0.937,0.658,0,0.118,-3.866,144227,64,5,1,0,TRUE
"39",58505,"['Johnny Cash']","Ring of Fire","1963-08-06",1963,0.623,0.659,0.0288,104.111,0.784,0.585,0.000213,0.348,-8.189,158427,69,7,1,0,TRUE
"40",58459,"['Chubby Checker']","The Twist","1962-01-01",1962,0.0134,0.525,0.0318,155.03,0.972,0.838,0.0053,0.0382,-8.42,158867,50,4,1,0,TRUE
"41",59538,"['Stevie Wonder']","Higher Ground","1973-08-03",1973,0.0631,0.716,0.0426,125.474,0.821,0.85,0.00133,0.189,-9.949,222600,65,8,1,0,TRUE
"42",2183,"['Stevie Wonder']","Superstition","1972-10-28",1972,0.057,0.612,0.0667,100.813,0.878,0.583,0.0194,0.0857,-14.182,267733,26,1,1,0,TRUE
"43",111362,"['James Brown']","I Got You (I Feel Good) - 1964 Version","1964-09-01",1964,0.244,0.748,0.12,81.593,0.759,0.351,0,0.0625,-11.21,147000,24,7,1,0,TRUE
"44",64896,"['Aretha Franklin']","I Never Loved a Man (The Way I Love You)","1967-03-10",1967,0.367,0.657,0.0359,134.867,0.709,0.371,0.0459,0.157,-9.186,171773,55,5,1,0,TRUE
"45",76740,"['The Beach Boys']","Sloop John B","1966-06-16",1966,0.383,0.553,0.0286,125.916,0.911,0.645,0,0.0961,-8.795,178654,34,8,1,0,TRUE
"46",95049,"['The Beach Boys']","In My Room","1974-01-01",1974,0.387,0.344,0.0284,103.01,0.517,0.264,0.000181,0.0918,-16.481,134840,29,1,0,0,TRUE
"47",82583,"['The Beach Boys']","Caroline, No","1966-06-16",1966,0.724,0.404,0.0271,76.322,0.653,0.329,2.25e-05,0.123,-14.167,173893,31,10,0,0,TRUE
"48",106604,"['The Beach Boys']","California Girls","1974-01-01",1974,0.606,0.497,0.0347,116.924,0.636,0.464,0,0.201,-12.967,161627,27,11,1,0,TRUE
"49",94975,"['The Beach Boys']","Don't Worry Baby","1974-01-01",1974,0.277,0.507,0.0324,121.916,0.88,0.265,2.61e-05,0.0835,-17.391,168333,30,4,1,0,TRUE
"50",76675,"['The Beach Boys']","God Only Knows","1966-06-16",1966,0.301,0.53,0.0331,117.371,0.485,0.422,0,0.0967,-10.742,171627,37,9,1,0,TRUE
"51",76807,"['The Beach Boys']","Good Vibrations (Stereo)","1967-09-18",1967,0.132,0.415,0.0366,128.428,0.311,0.356,0,0.0809,-11.363,217787,38,10,0,0,TRUE
"52",58726,"['The Impressions']","People Get Ready","1965-02-07",1965,0.894,0.414,0.0369,142.442,0.341,0.249,8.37e-06,0.188,-12.674,163360,61,1,1,0,TRUE
"53",58030,"['Elvis Presley']","All Shook Up","1958-03-21",1958,0.881,0.624,0.132,74.139,0.952,0.468,6.35e-06,0.144,-12.162,117080,61,10,1,0,TRUE
"54",109821,"['Elvis Presley']","Love Me Tender","2007",2007,0.914,0.358,0.0449,82.755,0.243,0.0378,0.000242,0.109,-17.541,162413,49,9,1,0,TRUE
"55",58174,"['Elvis Presley']","Mystery Train","1959-01-23",1959,0.587,0.699,0.0315,120.758,0.63,0.514,0.029,0.22,-12.61,144947,53,4,1,0,TRUE
"56",59110,"['Elvis Presley']","Suspicious Minds","1969-06-17",1969,0.0422,0.487,0.0309,116.557,0.714,0.382,4.74e-06,0.411,-10.889,261280,72,7,1,0,TRUE
"57",58022,"['Elvis Presley']","Hound Dog","1958-03-21",1958,0.733,0.357,0.0621,174.797,0.95,0.756,0.00505,0.76,-8.492,136027,69,0,1,0,TRUE
"58",58035,"['Elvis Presley']","Don't Be Cruel","1958-03-21",1958,0.856,0.697,0.18,84.802,0.844,0.55,3.44e-05,0.0907,-11.496,122893,61,2,1,0,TRUE
"59",58546,"['Roy Orbison']","In Dreams","1963-07",1963,0.67,0.495,0.0286,108.189,0.71,0.435,0.00038,0.13,-9.99,169160,58,0,1,0,TRUE
"60",58020,"['Elvis Presley']","Jailhouse Rock","1958-03-21",1958,0.41,0.647,0.0755,167.396,0.915,0.582,1.93e-06,0.0715,-9.538,146480,73,10,0,0,TRUE
"61",58643,"['Dionne Warwick']","Walk on By","1964",1964,0.719,0.7,0.0303,98.605,0.524,0.33,8.6e-05,0.136,-9.027,178333,62,5,1,0,TRUE
"62",58608,"['The Supremes']","Baby Love","1964-08-31",1964,0.76,0.595,0.0365,135.633,0.73,0.643,0,0.538,-9.275,158040,69,5,1,0,TRUE
"63",30291,"['The Rolling Stones']","(I Can't Get No) Satisfaction - Live","1966-12-10",1966,8.94e-06,0.261,0.0575,156.653,0.496,0.948,0.0359,0.299,-8.118,184560,21,9,1,0,TRUE
"64",71294,"['The Rolling Stones']","Wild Horses","1971-12-20",1971,0.774,0.435,0.0264,141.293,0.15,0.295,0.0247,0.0769,-9.773,342587,47,7,1,0,TRUE
"65",59089,"['The Rolling Stones']","Gimme Shelter","1969-12-05",1969,0.447,0.634,0.031,118.628,0.489,0.63,0.039,0.17,-8.277,270773,76,1,0,0,TRUE
"66",58793,"['The Rolling Stones']","Paint It, Black","1966-04-15",1966,0.0493,0.464,0.0926,158.691,0.612,0.795,0.00244,0.399,-9.267,202267,78,1,1,0,TRUE
"67",77221,"['The Rolling Stones']","Sympathy For The Devil","1971-12-20",1971,0.582,0.568,0.262,114.494,0.609,0.677,0,0.044,-10.954,377547,44,9,1,0,TRUE
"68",89541,"['The Rolling Stones']","Beast Of Burden - Remastered","1978-06-09",1978,0.39,0.783,0.0308,100.626,0.885,0.878,0.000778,0.0426,-3.864,265173,35,1,0,0,TRUE
"69",60010,"['The Rolling Stones']","Miss You - Remastered","1978-06-09",1978,0.443,0.795,0.0392,109.689,0.845,0.71,0.0215,0.344,-4.746,288667,68,9,0,0,TRUE
"70",77175,"['The Rolling Stones']","Brown Sugar","1971-12-20",1971,0.164,0.64,0.0317,128.395,0.965,0.874,0.000141,0.0775,-5.772,229173,47,0,1,0,TRUE
"71",42011,"['The Rolling Stones']","Street Fighting Man","1969-09-12",1969,0.011,0.561,0.0312,127.996,0.775,0.725,0.00702,0.213,-11.091,195240,24,0,1,0,TRUE
"72",58929,"['The Rolling Stones']","Ruby Tuesday","1967-01-20",1967,0.831,0.524,0.0292,104.578,0.517,0.553,0,0.174,-10.767,196493,64,0,1,0,TRUE
"73",58697,"['The Temptations']","My Girl","1965-03-22",1965,0.635,0.572,0.0349,104.566,0.694,0.418,0,0.0961,-10.738,165000,79,0,1,0,TRUE
"74",59301,"['The Temptations']","Just My Imagination (Running Away With Me)","1971-01-01",1971,0.88,0.425,0.0267,92.472,0.477,0.242,0.0118,0.195,-15.424,228160,64,0,1,0,TRUE
"75",64803,"['Bob Dylan']","Visions of Johanna","1966-06-20",1966,0.32,0.59,0.0339,93.427,0.653,0.483,0,0.0625,-10.424,451133,51,9,1,0,TRUE
"76",58729,"['The Byrds']","Mr. Tambourine Man","1965-06-21",1965,0.513,0.456,0.0294,120.336,0.639,0.47,3.76e-05,0.444,-9.564,149467,64,2,1,0,TRUE
"77",100536,"['The Who']","I Can't Explain","1971-10-30",1971,0.134,0.553,0.0505,138.186,0.877,0.549,0,0.147,-11.656,124600,34,9,1,0,TRUE
"78",99933,"['The Who']","My Generation","1965-12-03",1965,0.146,0.327,0.107,94.723,0.655,0.84,0.00013,0.144,-6.068,200173,35,0,0,0,TRUE
"79",58722,"['Smokey Robinson & The Miracles']","Ooo Baby Baby","1965-11-01",1965,0.81,0.185,0.0295,178.635,0.424,0.344,0,0.166,-9.378,164160,58,7,1,0,TRUE
"80",58340,"['The Miracles']","Shop Around","1961-01-01",1961,0.809,0.552,0.0295,132.005,0.901,0.7,0,0.805,-4.533,170760,51,7,1,0,TRUE
"81",58717,"['Smokey Robinson & The Miracles']","The Tracks Of My Tears","1965-11-01",1965,0.699,0.502,0.0264,96.982,0.729,0.333,0,0.222,-10.914,174360,64,7,1,0,TRUE
"82",58710,"['The Righteous Brothers']","Unchained Melody","1965-04-04",1965,0.396,0.339,0.0308,98.54,0.288,0.208,0.000519,0.18,-16.725,218013,71,0,1,0,TRUE
"83",61245,"['The Righteous Brothers']","You've Lost That Lovin' Feelin'","1990",1990,0.541,0.366,0.027,94.108,0.398,0.317,0,0.0865,-13.976,225427,58,1,1,0,TRUE
"84",77290,"['The Staple Singers']","I'll Take You There","1972",1972,0.138,0.81,0.128,102.043,0.475,0.631,0.000945,0.0762,-9.75,289013,43,0,1,0,TRUE
"85",83139,"['The Staple Singers']","Respect Yourself","1972",1972,0.0367,0.801,0.0302,110.701,0.822,0.483,0.266,0.0715,-10.615,296867,40,11,0,0,TRUE
"86",58813,"[""The Lovin' Spoonful""]","Summer in the City - Remastered","1966-11",1966,0.0592,0.423,0.0397,110.461,0.559,0.681,0.000177,0.0889,-9.756,160307,65,10,1,0,TRUE
"87",76631,"[""The Lovin' Spoonful""]","Do You Believe in Magic?","1965",1965,0.188,0.544,0.0487,139.345,0.746,0.746,0,0.334,-7.782,124800,28,0,1,0,TRUE
"88",58609,"['Bob Dylan']","The Times They Are A-Changin'","1964-01-13",1964,0.887,0.389,0.0332,171.86,0.585,0.396,0,0.0828,-7.999,192053,70,7,1,0,TRUE
"89",51435,"['The Kinks']","Waterloo Sunset","2008-12-08",2008,0.268,0.513,0.0246,107.865,0.467,0.683,0,0.173,-7.996,193107,40,1,0,0,TRUE
"90",89817,"['The Kinks']","You Really Got Me - Live at Lowell Memorial Auditorium, Lowell, MA - March 1979","1980-06-04",1980,0.0158,0.268,0.177,165.707,0.11,0.97,0.081,0.982,-11.323,220547,41,7,1,0,TRUE
"91",64706,"['Bob Dylan']","Desolation Row","1965-08-30",1965,0.673,0.432,0.0306,109.227,0.647,0.605,0,0.129,-6.941,681400,51,4,1,0,TRUE
"92",58899,"['Jefferson Airplane']","White Rabbit","1967",1967,0.486,0.551,0.0272,106.798,0.322,0.293,0.000273,0.0864,-12.503,150640,69,2,1,0,TRUE
"93",58902,"['Jefferson Airplane']","Somebody to Love","1967",1967,0.408,0.504,0.031,132.411,0.654,0.578,0,0.321,-9.302,174840,70,4,1,0,TRUE
"94",41974,"[""Howlin' Wolf""]","Spoonful","1969-11-04",1969,0.632,0.684,0.0296,90.122,0.822,0.544,0.000449,0.203,-10.992,231933,23,9,1,0,TRUE
"95",58848,"['The Byrds']","Eight Miles High","1966-07-18",1966,0.21,0.364,0.0757,130.602,0.37,0.768,0.136,0.503,-10.492,214640,56,9,1,0,TRUE
"96",58510,"['Bob Dylan']","Blowin' in the Wind","1963-05-27",1963,0.914,0.38,0.0509,174.874,0.44,0.0993,2.32e-05,0.0605,-20.567,165427,70,2,1,0,TRUE
"97",88971,"['The Temptations']","Papa Was A Rollin' Stone","1972-07-01",1972,0.394,0.855,0.151,121.165,0.699,0.3,0.266,0.0512,-17.111,704827,43,10,0,0,TRUE
"98",58029,"['Elvis Presley']","Heartbreak Hotel","1958-03-21",1958,0.84,0.696,0.067,93.543,0.717,0.21,1.62e-06,0.107,-11.922,127560,62,4,1,0,TRUE
"99",57827,"['Elvis Presley']","Blue Suede Shoes","1956-03-23",1956,0.654,0.557,0.056,95.252,0.962,0.66,1.66e-06,0.138,-7.706,119200,61,2,1,0,TRUE
"100",70866,"['The Beatles']","Penny Lane","1967-05-26",1967,0.411,0.633,0.0358,113.956,0.647,0.385,8.72e-05,0.095,-9.967,182053,49,9,1,0,TRUE
"101",89084,"['The Beatles']","In My Life - Remastered 2009","1973-04-01",1973,0.464,0.7,0.0329,103.206,0.385,0.473,0,0.118,-10.671,147227,42,9,1,0,TRUE
"102",89084,"['The Beatles']","In My Life - Remastered 2009","1973-04-01",1973,0.464,0.7,0.0329,103.206,0.385,0.473,0,0.118,-10.671,147227,42,9,1,0,TRUE
"103",59902,"['David Bowie']","Heroes - 2017 Remaster","1977",1977,0.000671,0.49,0.0297,112.114,0.435,0.758,0.484,0.092,-6.491,371413,75,7,1,0,TRUE
"104",59440,"['David Bowie']","Ziggy Stardust - 2012 Remaster","1972-06-06",1972,0.048,0.44,0.121,161.124,0.495,0.565,0,0.213,-11.657,194440,64,7,1,0,TRUE
"105",59763,"['David Bowie']","Young Americans - 2016 Remaster","1975-03-07",1975,0.171,0.614,0.133,84.236,0.885,0.763,0,0.119,-8.949,313707,59,4,0,0,TRUE
"106",88664,"['Buffalo Springfield']","For What It's Worth","1969",1969,0.331,0.64,0.0542,98.852,0.787,0.278,0.00771,0.0857,-19.667,160933,35,2,1,0,TRUE
"107",58937,"['The Box Tops']","The Letter","1967",1967,0.252,0.638,0.0687,139.434,0.901,0.428,0,0.132,-12.156,112800,64,9,0,0,TRUE
"108",28505,"['The Beatles']","Blackbird / Yesterday","2006-11-17",2006,0.828,0.483,0.031,94.371,0.195,0.107,0,0.092,-15.465,151992,47,5,1,0,TRUE
"109",58520,"['The Beatles']","Please Please Me - Remastered 2009","1963-03-22",1963,0.334,0.527,0.028,139.388,0.706,0.48,0,0.0702,-9.61,120853,61,4,1,0,TRUE
"110",80600,"['The Beatles']","Hey Jude","2006-11-17",2006,0.091,0.462,0.0248,74.268,0.585,0.632,0,0.397,-7.438,238854,63,5,1,0,TRUE
"111",78899,"['The Beatles']","She Loves You - Remastered 2009","1988-03-07",1988,0.264,0.391,0.0442,75.442,0.927,0.883,0,0.157,-5.973,141333,48,7,1,0,TRUE
"112",58625,"['The Beatles']","Can't Buy Me Love - Remastered 2009","1964-07-10",1964,0.283,0.483,0.0593,170.72,0.842,0.677,0,0.321,-5.91,131867,65,0,1,0,TRUE
"113",100269,"['The Beatles']","Something - 2019 Mix","1969-09-26",1969,0.0958,0.416,0.0279,133.298,0.458,0.385,5.24e-06,0.228,-9.388,182227,36,0,1,0,TRUE
"114",58718,"['The Beatles']","Ticket To Ride - Remastered 2009","1965-08-06",1965,0.0457,0.519,0.0678,123.419,0.749,0.85,0,0.233,-6.777,189680,66,9,1,0,TRUE
"115",59188,"['The Beatles']","Let It Be - Remastered 2009","1970-05-08",1970,0.631,0.443,0.0322,143.462,0.41,0.403,0,0.111,-8.339,243027,78,0,1,0,TRUE
"116",70866,"['The Beatles']","Penny Lane","1967-05-26",1967,0.411,0.633,0.0358,113.956,0.647,0.385,8.72e-05,0.095,-9.967,182053,49,9,1,0,TRUE
"117",58910,"['The Beatles']","All You Need Is Love - Remastered 2009","1967-11-27",1967,0.346,0.4,0.0295,103.436,0.653,0.48,3.1e-05,0.155,-7.768,230387,67,7,1,0,TRUE
"118",58616,"['The Beatles']","A Hard Day's Night - Remastered 2009","1964-07-10",1964,0.137,0.59,0.0371,138.514,0.797,0.805,0,0.0996,-6.481,154200,68,0,1,0,TRUE
"119",59088,"['The Beatles']","Come Together - Remastered 2009","1969-09-26",1969,0.0302,0.533,0.0393,165.007,0.187,0.376,0.248,0.0926,-11.913,259947,78,9,0,0,TRUE
"120",42094,"['The Velvet Underground']","Sweet Jane - Full Length Version; 2015 Remaster","1970",1970,0.015,0.619,0.0286,105.205,0.936,0.637,0,0.374,-7.369,246307,24,2,1,0,TRUE
"121",58938,"['The Velvet Underground', 'Nico']","Heroin","1967-03-12",1967,0.304,0.201,0.0705,145.733,0.235,0.777,0.78,0.0981,-10.167,433573,61,1,1,0,TRUE
"122",59599,"['Dolly Parton']","Jolene","1974",1974,0.566,0.674,0.0363,110.578,0.809,0.537,0,0.131,-10.971,161533,67,1,0,0,TRUE
"123",58742,"['Bob Dylan']","Subterranean Homesick Blues","1965-03-22",1965,0.702,0.576,0.05,173.854,0.751,0.727,0,0.324,-9.973,141293,58,4,0,0,TRUE
"124",1737,"['The Beatles']","With A Little Help From My Friends","1967-05-26",1967,0.294,0.705,0.0353,112.294,0.827,0.427,0,0.355,-11.971,165160,27,4,1,0,TRUE
"125",58960,"['Bobbie Gentry']","Ode To Billie Joe","1967-08-21",1967,0.721,0.637,0.0471,120.142,0.695,0.189,0,0.0939,-10.726,255002,56,7,1,0,TRUE
"126",65245,"['Van Morrison']","Moondance - 2013 Remaster","1970-02",1970,0.501,0.606,0.0339,67.409,0.563,0.282,8.3e-06,0.152,-12.207,274040,54,9,0,0,TRUE
"127",59140,"['Joni Mitchell']","Both Sides Now","1969-05-01",1969,0.912,0.623,0.0308,97.235,0.329,0.156,0,0.141,-15.098,274560,61,6,1,0,TRUE
"128",59638,"['Joni Mitchell']","Help Me","1974-01-17",1974,0.484,0.579,0.0388,81.868,0.67,0.536,5.4e-05,0.0937,-10.035,204320,56,9,0,0,TRUE
"129",82812,"['Sly & The Family Stone']","Stand!","1969-05-03",1969,0.214,0.609,0.0629,108.694,0.517,0.788,2.44e-06,0.191,-9.726,187533,38,11,1,0,TRUE
"130",58315,"['Elvis Presley']","Can't Help Falling in Love","1961-10-20",1961,0.941,0.396,0.0275,100.307,0.343,0.293,0.000196,0.105,-14.062,182360,78,2,1,0,TRUE
"131",1849,"['The Band']","The Night They Drove Old Dixie Down","1969-09-22",1969,0.542,0.505,0.0334,125.839,0.484,0.483,0,0.222,-9.272,211787,28,0,1,0,TRUE
"132",58026,"['Buddy Holly']","Peggy Sue","1958",1958,0.947,0.676,0.0329,148.373,0.493,0.424,0.000494,0.119,-8.132,150960,62,9,1,0,TRUE
"133",59284,"['The Who']","Baba O'Riley","1971-08-14",1971,0.313,0.489,0.0352,117.292,0.15,0.724,0.185,0.287,-8.367,300400,77,5,1,0,TRUE
"134",64898,"['The Who']","I Can See For Miles","1967-12-15",1967,0.0399,0.346,0.0888,130.91,0.196,0.797,2.17e-05,0.0728,-7.805,248619,54,4,1,0,TRUE
"135",59120,"['The Allman Brothers Band']","Whipping Post","1969",1969,0.329,0.315,0.0339,97.968,0.583,0.64,0.341,0.0879,-9.256,317438,60,4,0,0,TRUE
"136",59387,"['Al Green']","Let's Stay Together","1972",1972,0.57,0.756,0.0522,101.985,0.507,0.397,0.0115,0.0542,-10.701,199396,74,7,0,0,TRUE
"137",58927,"['Sam & Dave']","Soul Man","1967",1967,0.263,0.79,0.0343,112.345,0.815,0.41,0.00314,0.174,-13.241,159000,64,0,1,0,TRUE
"138",59400,"['Deep Purple']","Smoke on the Water","1972-03-25",1972,0.0983,0.632,0.0284,114.243,0.89,0.586,0.581,0.0535,-11.333,342173,64,0,1,0,TRUE
"139",71085,"['Led Zeppelin']","Ramble On - 2012 Remaster","1969-10-22",1969,0.186,0.456,0.0343,98.583,0.834,0.549,0.00227,0.0877,-13.111,274010,43,4,1,0,TRUE
"140",59282,"['Elton John']","Tiny Dancer","1971-11-05",1971,0.382,0.414,0.0278,145.075,0.282,0.428,0.000243,0.148,-11.097,377093,80,0,1,0,TRUE
"141",59381,"['Elton John']","Rocket Man (I Think It's Going To Be A Long, Long Time)","1972-05-19",1972,0.432,0.601,0.0286,136.571,0.341,0.532,6.25e-06,0.0925,-9.119,281613,81,10,1,0,TRUE
"142",58706,"['Martha Reeves & The Vandellas']","Dancing In The Street","1965-01-01",1965,0.0118,0.556,0.0393,126.01,0.304,0.57,0.000526,0.198,-9.472,165227,69,2,1,0,TRUE
"143",68096,"['Jimmy Cliff']","The Harder They Come","1999-01-01",1999,0.7,0.668,0.0583,103.512,0.848,0.65,0,0.125,-6.292,220533,55,1,1,0,TRUE
"144",30609,"['Van Morrison']","Into the Mystic - Take 11","1970-02",1970,0.673,0.625,0.0369,84.842,0.629,0.434,0.00979,0.377,-15.223,244760,24,3,1,0,TRUE
"145",59703,"['Bob Dylan']","Tangled up in Blue","1975-01-17",1975,0.414,0.421,0.0433,100.965,0.554,0.661,1.16e-06,0.0962,-13.126,341627,66,9,1,0,TRUE
"146",85625,"['Elton John']","Candle In The Wind 1997","1997-01-01",1997,0.977,0.45,0.0314,125.648,0.367,0.311,0.00713,0.167,-8.175,250107,55,4,1,0,TRUE
"147",82997,"['Marvin Gaye']","What's Going On","1971-05-21",1971,0.42,0.476,0.063,101.997,0.805,0.716,0,0.399,-9.595,233133,44,1,0,0,TRUE
"148",59684,"['Pink Floyd']","Wish You Were Here","1975-09-12",1975,0.735,0.481,0.0414,122.883,0.375,0.262,0.0114,0.832,-15.73,334744,76,7,1,0,TRUE
"149",60082,"['Pink Floyd']","Comfortably Numb","1979-11-30",1979,0.15,0.472,0.0286,127.167,0.171,0.366,0.308,0.0837,-12.595,382297,74,11,0,0,TRUE
"150",59485,"['Billy Joel']","Piano Man","1973-11-07",1973,0.605,0.331,0.0272,177.734,0.429,0.55,3.96e-06,0.192,-6.483,339000,76,0,1,0,TRUE
"151",60400,"['Marvin Gaye']","Sexual Healing","1982-10-01",1982,0.119,0.805,0.0579,94.382,0.746,0.601,0.000129,0.0581,-9.7,238600,72,0,0,0,TRUE
"152",65502,"['Marvin Gaye']","Let's Get It On","1973-08-28",1973,0.0375,0.539,0.0483,167.7,0.636,0.599,0,0.0754,-10.638,290933,68,3,1,0,TRUE
